Job_ID,Mechanic_ID,Service_Type,Revenue,Time_Logged,Parts_Cost,Status
JOB-11314,MCH-010,Brake Pad Replacement,454.3,13/03/2026,476.76,Pending Parts
JOB-11315,MCH-007,Oil Change,445.4,4/11/2026,473.52,Completed
JOB-11316,MCH-027,Transmission Check,1100.68,18/04/2026,394.21,Completed
JOB-11317,MCH-007,Oil Change,506.85,27/03/2026,309.01,Completed
JOB-11318,MCH-024,Transmission Check,862.83,17/04/2026,238.38,Completed
JOB-11319,MCH-023,Transmission Check,484.49,25/03/2026,190.97,Completed
JOB-11320,MCH-025,Brake Pad Replacement,890.97,3/20/2026,474.6,Completed
JOB-11321,MCH-044,Transmission Check,249.64,3/23/2026,309.4,Completed
JOB-11322,MCH-036,Oil Change,1011.27,3/17/2026,297.95,Pending Parts
JOB-11323,MCH-033,Oil Change,1180.63,1/4/2026,131.31,Completed
JOB-11324,MCH-037,Transmission Check,930.64,17/03/2026,42.41,Completed
JOB-11325,MCH-042,Oil Change,462.99,16/04/2026,473.69,Completed
JOB-11326,MCH-039,Full Service,688.48,31/03/2026,170.59,Completed
JOB-11327,MCH-007,Oil Change,820.04,4/20/2026,232.44,In Progress
JOB-02192,MCH-030,Full Service,271.8,15/04/2026,75.03,Completed
JOB-11329,MCH-031,Full Service,375.34,20/03/2026,421.72,Completed
JOB-11330,MCH-045,Oil Change,972.04,3/4/2026,33.26,In Progress
JOB-11331,MCH-046,Full Service,1137.08,10/4/2026,420.32,Completed
JOB-11332,MCH-037,Oil Change,363.13,11/3/2026,87.34,Completed
JOB-11333,MCH-021,Oil Change,219.72,3/15/2026,445.55,Completed
JOB-11334,MCH-034,Transmission Check,1178.87,3/17/2026,,Completed
JOB-11335,MCH-046,Oil Change,417.96,31/03/2026,99.04,Completed
JOB-11336,MCH-021,Oil Change,945.25,13/04/2026,291.59,Completed
JOB-11337,MCH-040,Transmission Check,485.86,14/03/2026,170.08,In Progress
JOB-11338,MCH-020,Brake Pad Replacement,1141.44,3/29/2026,105.55,Completed
JOB-11339,MCH-034,Oil Change,739.47,3/31/2026,432.41,Pending Parts
JOB-11340,MCH-008,Brake Pad Replacement,527.38,4/10/2026,213.69,In Progress
JOB-00799,MCH-032,Brake Pad Replacement,255.08,7/4/2026,211.3,In Progress
JOB-08171,MCH-030,Transmission Check,343.92,4/6/2026,101.55,Completed
JOB-11343,MCH-029,Brake Pad Replacement,1035.51,3/12/2026,203.87,Completed
JOB-11344,MCH-005,Brake Pad Replacement,115.49,18/04/2026,438.38,In Progress
JOB-11345,MCH-030,Full Service,230.37,12/3/2026,194.3,Completed
JOB-11346,MCH-012,Brake Pad Replacement,271.52,3/18/2026,476.77,In Progress
JOB-11347,MCH-039,Transmission Check,131.28,12/3/2026,474.23,Pending Parts
JOB-11348,MCH-027,Oil Change,838.49,4/9/2026,89.55,Completed
JOB-11349,MCH-013,Full Service,1178.46,3/22/2026,105.11,Completed
JOB-11350,MCH-047,Transmission Check,210.08,13/03/2026,,Completed
JOB-11351,MCH-010,Transmission Check,968.77,4/18/2026,208.53,Completed
JOB-11352,MCH-036,Full Service,252.98,2/4/2026,22.1,Completed
JOB-11353,MCH-031,Full Service,1169.85,14/03/2026,151.46,Completed
JOB-11354,MCH-016,Transmission Check,633.11,30/03/2026,306.86,Pending Parts
JOB-11355,MCH-039,Oil Change,1024.64,16/04/2026,403.65,Completed
JOB-11356,MCH-045,Brake Pad Replacement,246.14,19/03/2026,84.03,Completed
JOB-11357,MCH-036,Oil Change,1068.05,2/4/2026,,In Progress
JOB-11358,MCH-026,Brake Pad Replacement,143.89,19/04/2026,,Completed
JOB-11359,MCH-044,Oil Change,76.33,1/4/2026,380.55,Completed
JOB-11360,MCH-020,Full Service,865.3,4/7/2026,303.09,Completed
JOB-11361,MCH-034,Full Service,172.5,20/04/2026,389.21,In Progress
JOB-11362,MCH-037,Full Service,1045.67,31/03/2026,225.85,Completed
JOB-11363,MCH-008,Transmission Check,764.47,21/03/2026,384.06,Completed
JOB-09284,MCH-004,Transmission Check,430.63,21/04/2026,198.47,Completed
JOB-11365,MCH-029,Brake Pad Replacement,368.87,3/21/2026,137.17,Completed
JOB-11366,MCH-031,Full Service,144.22,4/4/2026,369.93,Completed
JOB-11367,MCH-002,Transmission Check,839.72,19/04/2026,221.44,In Progress
JOB-11368,MCH-025,Transmission Check,1104.58,4/10/2026,491.06,Pending Parts
JOB-11369,MCH-038,Full Service,920.29,15/04/2026,187.75,Completed
JOB-11370,MCH-003,Oil Change,762.3,14/04/2026,462.43,Completed
JOB-11371,MCH-046,Full Service,186.51,21/03/2026,,Completed
JOB-11372,MCH-042,Brake Pad Replacement,1001.77,4/20/2026,136.09,Completed
JOB-11373,MCH-043,Full Service,1160.19,4/5/2026,403.15,Completed
JOB-11374,MCH-005,Oil Change,352.24,3/25/2026,227.88,Completed
JOB-11375,MCH-022,Oil Change,533.42,17/04/2026,460.41,Completed
JOB-11376,MCH-016,Full Service,66.16,4/11/2026,236.06,Completed
JOB-11377,MCH-009,Transmission Check,1006.69,14/04/2026,377.27,Completed
JOB-11378,MCH-048,Oil Change,73.86,19/04/2026,244.14,Completed
JOB-11379,MCH-009,Brake Pad Replacement,609.48,4/22/2026,129.34,Completed
JOB-11380,MCH-049,Transmission Check,712.94,4/4/2026,,Completed
JOB-11381,MCH-012,Brake Pad Replacement,113.87,13/03/2026,224.21,Completed
JOB-11382,MCH-047,Brake Pad Replacement,252.02,24/03/2026,382.64,Completed
JOB-11383,MCH-042,Brake Pad Replacement,959.46,23/03/2026,310.43,Completed
JOB-11384,MCH-004,Brake Pad Replacement,340.41,4/22/2026,350.54,Pending Parts
JOB-11385,MCH-049,Oil Change,883.43,3/17/2026,155.52,Completed
JOB-11386,MCH-018,Transmission Check,911.57,22/04/2026,251.09,Pending Parts
JOB-11387,MCH-018,Full Service,518.42,3/26/2026,41.31,In Progress
JOB-11388,MCH-042,Oil Change,123.31,28/03/2026,412.42,Completed
JOB-11389,MCH-043,Transmission Check,62.43,4/6/2026,495.15,Completed
JOB-11390,MCH-033,Full Service,616.39,4/1/2026,,Completed
JOB-11391,MCH-042,Full Service,132.17,20/03/2026,25.26,Completed
JOB-11392,MCH-003,Oil Change,885.44,4/8/2026,101.5,Completed
JOB-06046,MCH-038,Transmission Check,487.95,4/7/2026,333.21,Pending Parts
JOB-11394,MCH-017,Brake Pad Replacement,835.78,18/03/2026,313.8,Completed
JOB-11395,MCH-012,Brake Pad Replacement,519.39,3/25/2026,398.18,Completed
JOB-11396,MCH-011,Full Service,772.59,10/4/2026,141.86,Completed
JOB-11397,MCH-017,Oil Change,1007.97,3/27/2026,386.54,Completed
JOB-11398,MCH-035,Oil Change,1067.12,17/04/2026,350.23,Completed
JOB-11399,MCH-041,Brake Pad Replacement,69.42,29/03/2026,174.95,Completed
JOB-11400,MCH-006,Oil Change,792.33,6/4/2026,281.83,Completed
JOB-11401,MCH-035,Oil Change,698.75,19/03/2026,90.69,Completed
JOB-11402,MCH-006,Transmission Check,782.59,4/22/2026,237.23,Completed
JOB-11403,MCH-032,Transmission Check,116.81,3/31/2026,442.97,Completed
JOB-11404,MCH-011,Full Service,130.38,22/03/2026,222.17,Completed
JOB-11405,MCH-043,Transmission Check,621.53,12/4/2026,422.99,Completed
JOB-11406,MCH-039,Oil Change,115.68,12/3/2026,303.32,Completed
JOB-11407,MCH-013,Brake Pad Replacement,942.87,3/4/2026,112.1,Completed
JOB-11408,MCH-013,Brake Pad Replacement,938.35,4/9/2026,298.93,Completed
JOB-11409,MCH-039,Brake Pad Replacement,184.92,4/21/2026,262.87,Completed
JOB-11410,MCH-046,Full Service,573.32,4/6/2026,211.35,Completed
JOB-11411,MCH-034,Brake Pad Replacement,734.23,26/03/2026,77.42,Completed
JOB-11412,MCH-003,Transmission Check,1038.36,4/20/2026,,Completed
JOB-11413,MCH-032,Transmission Check,1186.69,4/16/2026,54.93,Completed
JOB-11414,MCH-004,Oil Change,69.8,3/20/2026,,Completed
JOB-11415,MCH-040,Full Service,597.79,27/03/2026,219.64,Completed
JOB-11416,MCH-001,Brake Pad Replacement,973.78,17/03/2026,,Completed
JOB-11417,MCH-009,Oil Change,965.24,30/03/2026,,Pending Parts
JOB-11418,MCH-049,Brake Pad Replacement,673.11,4/4/2026,200.34,Pending Parts
JOB-11419,MCH-007,Brake Pad Replacement,259.6,4/20/2026,383.77,Completed
JOB-11420,MCH-027,Oil Change,692.96,3/28/2026,274.52,Completed
JOB-11421,MCH-003,Transmission Check,500.29,4/4/2026,357.96,Completed
JOB-11422,MCH-022,Oil Change,520.48,18/03/2026,144.86,Completed
JOB-11423,MCH-016,Full Service,427.97,3/26/2026,472.11,In Progress
JOB-11424,MCH-008,Oil Change,216.16,3/24/2026,274.44,Pending Parts
JOB-11425,MCH-005,Brake Pad Replacement,898.97,3/29/2026,419.04,Completed
JOB-11426,MCH-049,Transmission Check,864.76,10/4/2026,195.22,Completed
JOB-11427,MCH-030,Oil Change,674.26,21/04/2026,68.1,Pending Parts
JOB-11428,MCH-028,Transmission Check,458.02,4/22/2026,343.38,Completed
JOB-11429,MCH-027,Transmission Check,996.09,3/29/2026,,Completed
JOB-11430,MCH-022,Transmission Check,233.89,9/4/2026,248.14,Completed
JOB-11431,MCH-030,Transmission Check,549.76,4/16/2026,112.54,Pending Parts
JOB-11432,MCH-037,Brake Pad Replacement,801.54,20/03/2026,,Completed
JOB-11433,MCH-007,Brake Pad Replacement,994.72,27/03/2026,490.12,Completed
JOB-11434,MCH-030,Brake Pad Replacement,797.05,3/30/2026,,Completed
JOB-11435,MCH-013,Brake Pad Replacement,185.36,28/03/2026,412.4,Completed
JOB-11436,MCH-022,Brake Pad Replacement,166.49,29/03/2026,263.74,Completed
JOB-11437,MCH-011,Full Service,108,16/04/2026,258,Completed
JOB-05482,MCH-005,Full Service,693.97,3/15/2026,466.6,Completed
JOB-11439,MCH-022,Oil Change,329.38,26/03/2026,447.18,Completed
JOB-11440,MCH-015,Transmission Check,233.46,3/14/2026,397.18,Pending Parts
JOB-11441,MCH-039,Full Service,147.72,19/04/2026,162.2,Completed
JOB-11442,MCH-037,Brake Pad Replacement,788.06,16/04/2026,,Completed
JOB-11443,MCH-031,Transmission Check,916.43,21/03/2026,127.47,Completed
JOB-11444,MCH-029,Brake Pad Replacement,1036.43,3/13/2026,233.08,Completed
JOB-11445,MCH-039,Brake Pad Replacement,734.72,4/9/2026,252.42,Completed
JOB-11446,MCH-017,Oil Change,457.37,4/9/2026,419.19,Completed
JOB-11447,MCH-041,Transmission Check,590.98,29/03/2026,450.09,Completed
JOB-11448,MCH-006,Brake Pad Replacement,781.57,6/4/2026,219.02,Completed
JOB-11449,MCH-041,Brake Pad Replacement,869.95,4/1/2026,,Completed
JOB-02602,MCH-017,Oil Change,791.57,22/03/2026,433.65,Completed
JOB-02183,MCH-034,Transmission Check,1156.19,3/16/2026,103.65,Completed
JOB-11452,MCH-023,Full Service,912.74,4/13/2026,318.5,Completed
JOB-11453,MCH-030,Transmission Check,913.21,11/3/2026,31.99,In Progress
JOB-11454,MCH-013,Brake Pad Replacement,992.78,3/12/2026,,Completed
JOB-11455,MCH-030,Full Service,579.44,3/17/2026,493.26,Completed
JOB-11456,MCH-049,Oil Change,353.54,30/03/2026,68.33,Completed
JOB-11457,MCH-020,Oil Change,988.67,3/19/2026,,Completed
JOB-11458,MCH-006,Brake Pad Replacement,583.81,20/03/2026,167.43,Completed
JOB-11459,MCH-031,Transmission Check,748.25,3/24/2026,,Completed
JOB-11460,MCH-019,Brake Pad Replacement,544.03,25/03/2026,437.28,Completed
JOB-11461,MCH-006,Transmission Check,505.47,30/03/2026,134.1,In Progress
JOB-11462,MCH-034,Oil Change,821.95,13/04/2026,,Completed
JOB-11463,MCH-028,Brake Pad Replacement,815.15,2/4/2026,321.03,Completed
JOB-11464,MCH-013,Brake Pad Replacement,405.38,21/03/2026,181.46,Completed
JOB-11465,MCH-010,Full Service,267.33,4/22/2026,342.6,In Progress
JOB-11466,MCH-041,Brake Pad Replacement,201.02,12/3/2026,35.42,Completed
JOB-11467,MCH-045,Transmission Check,180.85,29/03/2026,84.03,Completed
JOB-11468,MCH-007,Full Service,990.35,12/4/2026,349.46,Completed
JOB-11469,MCH-018,Transmission Check,379.07,3/18/2026,121.94,Completed
JOB-11470,MCH-022,Full Service,830.32,4/14/2026,431.64,Completed
JOB-11471,MCH-014,Oil Change,380.54,4/11/2026,48.12,Completed
JOB-11472,MCH-036,Transmission Check,816.77,3/21/2026,123.43,Completed
JOB-11473,MCH-008,Transmission Check,1181.76,5/4/2026,499.31,In Progress
JOB-11474,MCH-012,Brake Pad Replacement,125.85,4/2/2026,227.88,Completed
JOB-11475,MCH-040,Oil Change,801.82,4/15/2026,357.42,Completed
JOB-11476,MCH-048,Full Service,374.97,16/03/2026,107.68,Completed
JOB-11477,MCH-033,Full Service,145.33,9/4/2026,312.74,Completed
JOB-11478,MCH-024,Oil Change,140.82,4/19/2026,368.53,In Progress
JOB-11479,MCH-042,Brake Pad Replacement,477.41,20/03/2026,170.95,In Progress
JOB-11480,MCH-039,Transmission Check,671.7,3/11/2026,417.87,Completed
JOB-11481,MCH-014,Transmission Check,794.39,3/27/2026,309.64,Completed
JOB-11482,MCH-049,Brake Pad Replacement,702.66,4/21/2026,206.78,Completed
JOB-11483,MCH-005,Full Service,1082.65,4/10/2026,,In Progress
JOB-11484,MCH-019,Brake Pad Replacement,226.56,4/18/2026,296.85,Completed
JOB-11485,MCH-003,Transmission Check,1003.36,4/22/2026,99.46,In Progress
JOB-11486,MCH-001,Oil Change,657.46,24/03/2026,213.31,Completed
JOB-11487,MCH-040,Full Service,1039.65,4/3/2026,184.85,Pending Parts
JOB-11488,MCH-041,Brake Pad Replacement,540.66,4/5/2026,212.43,Pending Parts
JOB-11489,MCH-037,Transmission Check,604.07,21/03/2026,385.33,Completed
JOB-11490,MCH-033,Full Service,535.66,5/4/2026,251.62,Completed
JOB-11491,MCH-049,Brake Pad Replacement,160.94,3/18/2026,471.35,Completed
JOB-11492,MCH-046,Oil Change,216.76,3/15/2026,160.96,Completed
JOB-11493,MCH-017,Full Service,645.16,22/04/2026,,Completed
JOB-11494,MCH-009,Oil Change,663.19,4/20/2026,397.74,Pending Parts
JOB-11495,MCH-031,Transmission Check,587.97,4/19/2026,282.09,Completed
JOB-11496,MCH-035,Full Service,64.77,14/03/2026,282.57,Completed
JOB-11497,MCH-003,Oil Change,631.41,29/03/2026,45.6,Completed
JOB-11498,MCH-013,Brake Pad Replacement,203.78,15/04/2026,,Pending Parts
JOB-11499,MCH-037,Oil Change,701.33,3/21/2026,149.95,Completed
JOB-11500,MCH-038,Transmission Check,381.51,2/4/2026,499.68,Completed
JOB-11501,MCH-014,Brake Pad Replacement,1190.22,2/4/2026,168.01,Completed
JOB-11502,MCH-006,Oil Change,463.14,11/3/2026,444.56,Completed
JOB-11503,MCH-029,Full Service,993.93,4/18/2026,344.59,Completed
JOB-11504,MCH-049,Oil Change,332.43,10/4/2026,183.64,Completed
JOB-11505,MCH-009,Full Service,267.91,19/03/2026,280.9,In Progress
JOB-11506,MCH-036,Full Service,304.25,3/28/2026,,Completed
JOB-11507,MCH-023,Oil Change,433.08,28/03/2026,444.02,Completed
JOB-11508,MCH-015,Transmission Check,1026.2,12/3/2026,96.99,Pending Parts
JOB-11509,MCH-047,Full Service,928.55,4/18/2026,183,Completed
JOB-11510,MCH-007,Transmission Check,550.74,7/4/2026,180.91,Completed
JOB-11511,MCH-047,Full Service,266.3,16/04/2026,,Completed
JOB-11512,MCH-025,Full Service,106.01,18/04/2026,307.15,Pending Parts
JOB-11513,MCH-037,Oil Change,761.32,3/14/2026,430.31,Completed
JOB-11514,MCH-023,Full Service,862.77,4/1/2026,203.16,In Progress
JOB-11515,MCH-011,Brake Pad Replacement,747.06,18/03/2026,,Completed
JOB-11516,MCH-046,Oil Change,626.44,2/4/2026,321.3,Completed
JOB-11517,MCH-008,Brake Pad Replacement,1168.79,4/10/2026,200.31,Completed
JOB-11518,MCH-036,Brake Pad Replacement,78.36,4/2/2026,87.71,Pending Parts
JOB-11519,MCH-042,Full Service,1186.67,4/19/2026,360.48,In Progress
JOB-11520,MCH-039,Transmission Check,367.76,12/3/2026,430.19,Pending Parts
JOB-11521,MCH-001,Oil Change,490.62,2/4/2026,,Completed
JOB-11522,MCH-044,Transmission Check,915.41,3/21/2026,28.58,Completed
JOB-11523,MCH-013,Oil Change,311.18,13/04/2026,123.79,Completed
JOB-11524,MCH-016,Brake Pad Replacement,866.33,4/19/2026,,Completed
JOB-11525,MCH-046,Full Service,432.43,3/26/2026,,Completed
JOB-11526,MCH-013,Full Service,1131.64,7/4/2026,383.11,Completed
JOB-11527,MCH-037,Full Service,247.46,4/6/2026,73.08,Completed
JOB-11528,MCH-014,Transmission Check,1121.55,21/04/2026,422.4,In Progress
JOB-11529,MCH-013,Full Service,959.73,16/03/2026,286.64,Completed
JOB-11530,MCH-046,Full Service,245.77,18/03/2026,351.19,Completed
JOB-11531,MCH-012,Transmission Check,495.77,11/3/2026,,Completed
JOB-11532,MCH-028,Transmission Check,169.94,4/20/2026,60.17,Completed
JOB-11533,MCH-022,Full Service,739.68,5/4/2026,452.59,Completed
JOB-11534,MCH-020,Full Service,1154.61,3/13/2026,80.53,Completed
JOB-11535,MCH-047,Brake Pad Replacement,141.12,27/03/2026,208.62,Completed
JOB-11536,MCH-019,Full Service,346.83,13/03/2026,,Completed
JOB-11537,MCH-011,Transmission Check,918.66,3/4/2026,455,Completed
JOB-11538,MCH-030,Oil Change,577.06,4/4/2026,263.06,Completed
JOB-11539,MCH-026,Full Service,439.8,10/4/2026,305.17,Completed
JOB-11540,MCH-015,Oil Change,741.37,3/15/2026,359.91,Completed
JOB-11541,MCH-030,Full Service,388.07,3/28/2026,419.72,Pending Parts
JOB-11542,MCH-029,Full Service,428.19,16/04/2026,78.33,In Progress
JOB-11543,MCH-032,Brake Pad Replacement,977.03,18/04/2026,408.83,Completed
JOB-11544,MCH-030,Full Service,500.32,15/03/2026,251.01,Completed
JOB-11545,MCH-044,Transmission Check,855.64,4/1/2026,236.3,Completed
JOB-11546,MCH-016,Full Service,223.38,3/18/2026,223.47,Completed
JOB-11547,MCH-036,Oil Change,508.64,4/22/2026,264.42,Completed
JOB-11548,MCH-018,Full Service,684.71,3/11/2026,473.62,In Progress
JOB-11549,MCH-041,Transmission Check,357.39,31/03/2026,283.14,Completed
JOB-11550,MCH-048,Full Service,534.84,3/31/2026,,Completed
JOB-11551,MCH-039,Oil Change,923.8,15/04/2026,106.54,Completed
JOB-11552,MCH-028,Full Service,235.73,21/03/2026,367.59,In Progress
JOB-11553,MCH-019,Brake Pad Replacement,625.86,4/7/2026,,Completed
JOB-11554,MCH-011,Full Service,351.05,12/4/2026,,Completed
JOB-11555,MCH-017,Oil Change,521.77,4/17/2026,311.32,Completed
JOB-11556,MCH-021,Oil Change,481.7,13/03/2026,291.11,Completed
JOB-11557,MCH-037,Oil Change,803.64,4/12/2026,433.25,Completed
JOB-11558,MCH-044,Brake Pad Replacement,932.24,4/17/2026,414.39,Completed
JOB-11559,MCH-034,Full Service,624.7,18/04/2026,,Completed
JOB-11560,MCH-033,Oil Change,241.57,11/3/2026,427.32,Completed
JOB-11561,MCH-029,Brake Pad Replacement,1048.92,23/03/2026,218.75,Completed
JOB-11562,MCH-004,Brake Pad Replacement,264.13,16/03/2026,141.77,Completed
JOB-11563,MCH-032,Oil Change,715.22,3/20/2026,437.49,Completed
JOB-11564,MCH-011,Transmission Check,656.4,4/2/2026,227.37,In Progress
JOB-11565,MCH-026,Full Service,379.66,3/25/2026,408.02,Completed
JOB-11566,MCH-018,Oil Change,1145.89,10/4/2026,146.43,Completed
JOB-11567,MCH-032,Full Service,828.16,28/03/2026,21.89,Completed
JOB-11568,MCH-027,Brake Pad Replacement,590.48,4/7/2026,257.82,Completed
JOB-11569,MCH-016,Full Service,560.01,4/20/2026,68.11,Completed
JOB-11570,MCH-010,Transmission Check,156.32,3/27/2026,382.1,In Progress
JOB-11571,MCH-044,Full Service,947.78,4/3/2026,,Pending Parts
JOB-11572,MCH-034,Oil Change,146.19,3/22/2026,232.95,Completed
JOB-11573,MCH-033,Oil Change,280.83,4/6/2026,61.78,Completed
JOB-11574,MCH-010,Oil Change,239.17,1/4/2026,157.6,Completed
JOB-11575,MCH-042,Full Service,128.38,4/6/2026,395.12,Completed
JOB-11576,MCH-026,Oil Change,1004.02,9/4/2026,92.76,Pending Parts
JOB-11577,MCH-042,Full Service,1092.24,3/11/2026,330.64,Completed
JOB-11578,MCH-025,Full Service,769.35,13/04/2026,460.36,Completed
JOB-11579,MCH-002,Oil Change,1059.42,16/04/2026,346.32,Completed
JOB-12381,MCH-026,Transmission Check,826.32,4/7/2026,409.29,Completed
JOB-11581,MCH-020,Oil Change,837.76,10/4/2026,72.31,Completed
JOB-11582,MCH-003,Brake Pad Replacement,1072.89,4/7/2026,140.35,Pending Parts
JOB-09558,MCH-032,Brake Pad Replacement,155.72,4/14/2026,449.38,Completed
JOB-11584,MCH-001,Transmission Check,112.94,19/04/2026,,Completed
JOB-11585,MCH-024,Brake Pad Replacement,111.63,13/04/2026,326.99,Completed
JOB-11586,MCH-043,Transmission Check,530.59,3/17/2026,338.61,Completed
JOB-11587,MCH-044,Full Service,1138.35,3/16/2026,218.82,Pending Parts
JOB-11588,MCH-033,Brake Pad Replacement,1050.42,13/04/2026,41.39,Completed
JOB-11589,MCH-038,Transmission Check,949.26,3/26/2026,396.53,Completed
JOB-11590,MCH-048,Oil Change,514.5,11/4/2026,,Pending Parts
JOB-11591,MCH-035,Brake Pad Replacement,997.81,12/4/2026,246.95,Pending Parts
JOB-11592,MCH-017,Brake Pad Replacement,301.26,18/04/2026,451.88,Completed
JOB-11593,MCH-048,Transmission Check,723.15,3/26/2026,181.36,Completed
JOB-11594,MCH-043,Full Service,907.81,7/4/2026,161.27,Completed
JOB-11595,MCH-048,Transmission Check,156.31,4/18/2026,,Completed
JOB-11596,MCH-044,Transmission Check,1055.26,8/4/2026,402.55,Completed
JOB-11597,MCH-033,Brake Pad Replacement,886.42,15/03/2026,267.19,Completed
JOB-11598,MCH-011,Transmission Check,663.27,3/13/2026,82.75,Completed
JOB-11599,MCH-023,Oil Change,121.77,17/03/2026,123.23,Completed
JOB-11600,MCH-038,Transmission Check,848.7,13/03/2026,334.99,Completed
JOB-11601,MCH-032,Oil Change,564.34,3/21/2026,204.82,Completed
JOB-11602,MCH-019,Oil Change,897.18,4/11/2026,421.51,Completed
JOB-11603,MCH-012,Transmission Check,91.83,4/4/2026,475.98,Completed
JOB-11604,MCH-028,Full Service,710.97,4/1/2026,406.71,Completed
JOB-11605,MCH-002,Oil Change,564.07,3/15/2026,201.22,Completed
JOB-11606,MCH-010,Oil Change,544.29,7/4/2026,,In Progress
JOB-11607,MCH-019,Oil Change,645.21,23/03/2026,188.69,Completed
JOB-11608,MCH-028,Full Service,192.22,4/2/2026,,Completed
JOB-11609,MCH-047,Transmission Check,1125.77,22/03/2026,36.03,Completed
JOB-11610,MCH-008,Full Service,860.41,15/03/2026,205.14,Completed
JOB-11611,MCH-043,Transmission Check,147.58,3/23/2026,453.71,Pending Parts
JOB-11612,MCH-023,Oil Change,141.38,3/22/2026,,In Progress
JOB-11613,MCH-048,Brake Pad Replacement,292.26,13/03/2026,119.13,Completed
JOB-11614,MCH-045,Oil Change,325.68,4/2/2026,485.51,Pending Parts
JOB-11615,MCH-030,Transmission Check,615.97,4/5/2026,,Completed
JOB-11616,MCH-028,Full Service,666.92,23/03/2026,397.18,Completed
JOB-11617,MCH-013,Oil Change,217.68,3/22/2026,174.26,Completed
JOB-11618,MCH-037,Oil Change,1169.56,3/11/2026,,Completed
JOB-11619,MCH-012,Transmission Check,998.48,25/03/2026,460.55,In Progress
JOB-11620,MCH-010,Transmission Check,778.51,18/04/2026,87.03,Completed
JOB-11621,MCH-017,Brake Pad Replacement,369.59,10/4/2026,284.85,Completed
JOB-11622,MCH-001,Oil Change,1096.89,4/1/2026,151.55,Completed
JOB-11623,MCH-022,Oil Change,412.53,3/31/2026,51.29,Completed
JOB-11624,MCH-015,Oil Change,417.12,3/30/2026,,Completed
JOB-11625,MCH-016,Brake Pad Replacement,455.86,4/21/2026,75.47,Completed
JOB-11626,MCH-020,Brake Pad Replacement,105.13,23/03/2026,54.26,In Progress
JOB-11627,MCH-010,Oil Change,121.13,4/19/2026,385.07,Completed
JOB-11628,MCH-042,Transmission Check,597.17,17/04/2026,253.07,Completed
JOB-11629,MCH-026,Full Service,1064.02,14/03/2026,,Completed
JOB-11630,MCH-049,Oil Change,1133.73,4/6/2026,,Completed
JOB-11631,MCH-023,Oil Change,942.08,4/19/2026,465.89,Completed
JOB-11632,MCH-017,Oil Change,515.09,11/4/2026,,Completed
JOB-11633,MCH-034,Transmission Check,407.07,12/3/2026,363.52,Completed
JOB-11634,MCH-041,Brake Pad Replacement,298.06,17/04/2026,444.65,Pending Parts
JOB-11635,MCH-022,Full Service,669.22,25/03/2026,173.43,Completed
JOB-11636,MCH-004,Full Service,604.83,3/17/2026,202.93,Completed
JOB-11637,MCH-007,Brake Pad Replacement,586.93,11/4/2026,314.58,Completed
JOB-11638,MCH-005,Oil Change,413.66,14/04/2026,,Completed
JOB-01180,MCH-031,Oil Change,719.22,13/03/2026,251.22,Completed
JOB-11640,MCH-019,Full Service,749.12,3/28/2026,212.32,Completed
JOB-11641,MCH-004,Full Service,1056.47,4/15/2026,493.37,Pending Parts
JOB-11642,MCH-022,Oil Change,925.61,4/11/2026,414.14,Pending Parts
JOB-11643,MCH-003,Transmission Check,429.37,10/4/2026,228.79,Completed
JOB-11644,MCH-023,Oil Change,486.47,18/03/2026,369.1,Completed
JOB-11645,MCH-004,Transmission Check,325.42,3/12/2026,,Completed
JOB-11646,MCH-046,Oil Change,246.48,3/12/2026,68.08,Completed
JOB-11647,MCH-024,Full Service,175.23,1/4/2026,189.17,Completed
JOB-09157,MCH-014,Oil Change,89.24,3/12/2026,213.43,Completed
JOB-11649,MCH-049,Oil Change,530.33,3/27/2026,27.94,Completed
JOB-11650,MCH-041,Brake Pad Replacement,1152.99,4/8/2026,411.1,Completed
JOB-11651,MCH-003,Oil Change,668.71,4/12/2026,192.41,Completed
JOB-11652,MCH-047,Oil Change,903.48,17/04/2026,298.6,In Progress
JOB-11653,MCH-021,Oil Change,507.38,21/04/2026,55.5,Completed
JOB-11654,MCH-026,Full Service,492.07,4/7/2026,104,Completed
JOB-11655,MCH-001,Oil Change,193.98,3/12/2026,447.05,Completed
JOB-11656,MCH-030,Transmission Check,394.83,4/8/2026,312.17,Completed
JOB-11657,MCH-004,Transmission Check,1117.97,19/03/2026,476.14,Completed
JOB-11658,MCH-014,Oil Change,613.73,4/15/2026,499.4,In Progress
JOB-11659,MCH-018,Full Service,284.99,13/03/2026,198.49,Completed
JOB-11660,MCH-012,Transmission Check,813.32,3/25/2026,163.43,Pending Parts
JOB-11661,MCH-038,Oil Change,516.27,4/11/2026,432.01,In Progress
JOB-11662,MCH-042,Oil Change,1001.43,17/03/2026,499.33,Completed
JOB-11663,MCH-036,Transmission Check,156.75,7/4/2026,322.23,In Progress
JOB-11664,MCH-016,Full Service,650.08,3/31/2026,401.67,Completed
JOB-11665,MCH-001,Full Service,971.39,3/20/2026,395.24,Completed
JOB-11666,MCH-003,Transmission Check,1031.85,4/4/2026,190.56,Completed
JOB-11667,MCH-039,Oil Change,505.8,4/22/2026,295.65,In Progress
JOB-11668,MCH-035,Full Service,902.2,31/03/2026,419.87,Completed
JOB-11669,MCH-015,Brake Pad Replacement,1160.57,17/04/2026,350.29,Completed
